origen,destino,via,distancia_km,tiempo_min,costo_sol,congestion,demanda_zona
823,362,Av. Universitaria,0.6259,3.83,1.54,baja,muy_alta
824,1,Av. Benavides,0.0308,1.61,1.17,baja,media
824,516,Av. Primavera,0.5694,2.48,1.24,media,media
824,233,Av. Caminos del Inca,0.6296,2.46,1.08,media,media
824,800,Av. Benavides,0.6764,3.75,1.68,baja,media
824,729,Av. La Encalada,0.7277,4.06,1.2,baja,media
824,294,Av. 28 de Julio,0.7947,2.82,1.73,baja,media
825,286,Av. Petit Thouars,0.1502,1.99,1.11,media,alta
825,553,Av. Tomas Marsano,0.2993,2.8,0.73,baja,alta
825,327,Av. Petit Thouars,0.351,2.61,0.74,media,alta
825,908,Av. Aviacion,0.3736,1.86,1.9,baja,alta
825,1202,Av. 28 de Julio,0.4447,3.25,1.23,baja,alta
825,525,Av. Tomas Marsano,0.4608,3.66,1.8,baja,alta
826,1499,Av. Javier Prado,0.3291,1.62,1.62,baja,media
826,1491,Av. La Encalada,0.4228,2.17,1.53,alta,media
826,356,Av. Santa Cruz,0.674,3.76,1.72,baja,media
826,1292,Av. La Marina,0.6833,3.65,2.29,alta,media
826,1406,Av. Benavides,0.6937,3.3,1.37,media,media
826,344,Av. Brasil,0.7925,3.52,2.0,baja,media
827,808,Av. La Marina,0.1964,1.04,1.37,baja,baja
827,477,Av. Arequipa,0.3553,2.3,1.3,alta,baja
827,1187,Via Expresa,0.4482,2.22,0.98,media,baja
827,1477,Av. Javier Prado,0.4619,1.99,1.73,media,baja
827,1238,Av. Arequipa,0.5474,1.82,1.32,baja,baja
827,1392,Av. Larco,0.556,1.84,1.23,alta,baja
828,386,Av. La Encalada,0.7505,3.33,2.27,baja,baja
828,464,Av. Javier Prado,0.7665,2.66,1.7,baja,baja
828,1300,Av. Petit Thouars,1.041,3.14,1.88,baja,baja
828,1197,Av. Salaverry,1.0901,4.15,2.79,media,baja
828,1140,Av. 28 de Julio,1.1409,4.36,2.31,media,baja
828,632,Av. Salaverry,1.1906,4.01,1.98,media,baja
829,608,Av. Benavides,0.0582,2.06,1.35,baja,media
829,73,Av. Petit Thouars,0.0683,1.39,0.51,alta,media
829,783,Av. Petit Thouars,0.1619,2.31,0.62,baja,media
829,1396,Av. Brasil,0.2218,1.59,1.59,media,media
829,1020,Av. Petit Thouars,0.2588,2.71,1.26,baja,media
829,885,Av. La Marina,0.4367,3.08,1.97,media,media
830,976,Av. Tomas Marsano,0.3064,1.67,0.74,alta,baja
830,93,Av. Benavides,0.3995,2.43,0.9,media,baja
830,1362,Av. Tomas Marsano,0.4036,2.78,0.82,alta,baja
830,1373,Av. 28 de Julio,0.4461,2.89,1.69,alta,baja
830,398,Via Expresa,0.4531,2.07,1.85,media,baja
830,716,Av. Primavera,0.504,2.75,1.73,baja,baja
831,442,Av. Arequipa,0.592,2.92,1.5,alta,baja
831,1136,Av. Caminos del Inca,0.7365,2.6,2.05,media,baja
831,503,Av. Javier Prado,1.0137,3.96,1.99,media,baja
831,668,Av. La Encalada,1.2079,4.34,2.43,media,baja
831,512,Av. Arequipa,1.2384,4.49,2.36,alta,baja
831,1015,Av. Brasil,1.3215,3.94,2.9,alta,baja
832,892,Av. El Derby,0.7271,3.11,2.08,baja,baja
832,365,Av. La Encalada,0.8231,2.47,1.32,baja,baja
832,488,Av. Salaverry,0.9189,3.88,1.71,alta,baja
832,376,Av. Javier Prado,1.0045,2.67,1.67,alta,baja
832,1359,Av. Brasil,1.011,2.77,2.15,media,baja
832,1237,Av. Caminos del Inca,1.1762,4.71,2.52,baja,baja
833,27,Av. Salaverry,0.2391,2.15,0.75,baja,alta
833,429,Av. Tomas Marsano,0.4404,3.71,1.1,baja,alta
833,245,Av. Larco,0.5039,3.14,1.43,baja,alta
833,352,Via Expresa,0.5329,2.84,1.66,baja,alta
833,100,Av. Larco,0.5995,3.88,1.33,baja,alta
833,87,Av. Larco,0.6266,3.48,1.24,alta,alta
834,871,Av. Javier Prado,0.2468,2.24,1.35,baja,muy_alta
834,293,Av. Brasil,0.3394,2.03,1.37,media,muy_alta
834,1004,Av. 28 de Julio,0.3915,3.04,1.35,baja,muy_alta
834,1474,Av. Angamos,0.3926,2.84,0.94,alta,muy_alta
834,1139,Av. Javier Prado,0.4249,3.0,1.94,alta,muy_alta
834,1206,Av. El Derby,0.5041,4.77,2.0,alta,muy_alta
835,517,Av. Colonial,0.2326,1.45,0.9,baja,baja
835,763,Av. Aviacion,0.5882,2.86,1.66,alta,baja
835,156,Av. Javier Prado,0.6712,3.3,1.63,media,baja
835,751,Av. Javier Prado,0.8979,3.35,1.71,alta,baja
835,361,Av. Benavides,0.8997,2.43,2.52,baja,baja
835,303,Av. Caminos del Inca,0.9017,2.53,1.69,media,baja
836,308,Av. 28 de Julio,0.2329,2.01,0.63,alta,baja
836,40,Av. 28 de Julio,0.4222,2.14,1.7,baja,baja
836,1297,Av. La Marina,0.4849,1.47,1.32,alta,baja
836,932,Av. 28 de Julio,0.4863,2.53,1.81,media,baja
836,439,Av. Universitaria,0.5377,2.27,1.26,alta,baja
836,269,Av. Colonial,0.55,2.06,1.75,alta,baja
837,1426,Av. Universitaria,0.0293,0.89,0.46,baja,media
837,858,Av. Larco,0.1291,1.48,0.71,baja,media
837,1327,Av. El Derby,0.1645,2.03,0.54,baja,media
837,323,Av. Larco,0.2845,1.95,1.79,alta,media
837,707,Av. La Encalada,0.5606,2.23,1.33,alta,media
837,955,Av. Santa Cruz,0.57,3.11,1.49,baja,media
838,1430,Av. El Derby,0.2906,1.69,1.6,alta,media
838,1447,Av. Petit Thouars,0.3739,2.93,1.07,alta,media
838,1138,Av. Caminos del Inca,0.454,1.95,0.93,media,media
838,259,Av. El Derby,0.5575,1.9,1.33,baja,media
838,1292,Av. Salaverry,0.5584,3.3,1.87,baja,media
838,1112,Via Expresa,0.562,3.41,1.65,baja,media
839,469,Av. Benavides,0.195,1.51,0.64,baja,media
839,311,Av. Colonial,0.2677,1.41,0.65,media,media
839,85,Av. Benavides,0.2691,2.48,1.81,media,media
839,575,Av. El Derby,0.5702,2.14,1.1,baja,media
839,862,Av. Universitaria,0.983,3.6,2.35,alta,media
839,1218,Via Expresa,1.0206,3.49,2.49,baja,media
840,1457,Av. Benavides,0.2744,1.68,1.67,alta,alta
840,601,Av. Colonial,0.3151,1.74,1.27,alta,alta
840,367,Av. Javier Prado,0.3177,2.44,1.11,alta,alta
840,1275,Av. Arequipa,0.3956,3.31,1.31,baja,alta
840,355,Av. Arequipa,0.415,2.6,1.7,baja,alta
840,725,Av. Santa Cruz,0.4411,2.44,1.07,baja,alta
841,613,Av. 28 de Julio,0.4042,1.97,0.91,baja,baja
841,1220,Av. Javier Prado,0.7153,2.87,2.27,alta,baja
841,1456,Av. Primavera,0.7766,2.39,2.0,baja,baja
841,1099,Av. La Encalada,0.7869,3.35,2.42,alta,baja
841,1181,Via Expresa,0.878,2.61,1.8,media,baja
841,774,Av. Primavera,1.1202,4.02,2.4,baja,baja
842,1164,Av. Larco,0.2892,1.21,0.81,media,baja
842,1283,Av. Aviacion,0.4336,2.92,1.32,alta,baja
842,1480,Av. Aviacion,0.4641,1.81,1.86,media,baja
842,588,Av. El Derby,0.5589,2.16,1.55,alta,baja
842,1018,Av. La Encalada,0.6065,2.43,1.98,baja,baja
842,1461,Av. Petit Thouars,0.6402,2.45,2.21,media,baja
843,480,Av. Aviacion,0.5166,2.25,2.06,media,baja
843,336,Av. 28 de Julio,0.7504,3.24,2.06,baja,baja
843,1148,Av. El Derby,0.797,3.19,1.3,media,baja
843,952,Av. Santa Cruz,0.8474,2.54,2.4,alta,baja
843,1384,Av. Aviacion,0.8602,2.37,2.46,alta,baja
843,493,Av. Salaverry,0.9841,2.93,2.08,alta,baja
844,642,Av. Primavera,0.5349,2.98,1.38,media,baja
844,575,Av. Universitaria,0.6523,2.96,1.6,media,baja
844,794,Av. Universitaria,0.7054,2.92,1.87,media,baja
844,534,Av. Colonial,0.7307,2.37,1.99,alta,baja
844,847,Av. La Encalada,0.7839,2.59,1.63,alta,baja
844,311,Av. Javier Prado,0.8422,3.34,2.1,alta,baja
845,1083,Av. Javier Prado,0.3322,1.77,1.79,baja,media
845,1158,Av. El Derby,0.3606,2.58,1.22,alta,media
845,522,Av. Salaverry,0.3993,2.3,1.46,alta,media
845,684,Av. Santa Cruz,0.5047,2.88,1.35,media,media
845,803,Av. La Marina,0.5245,2.61,1.49,baja,media
845,621,Av. 28 de Julio,0.5251,2.7,1.89,media,media
846,1437,Av. Petit Thouars,0.1823,1.71,1.01,alta,baja
846,1031,Av. Universitaria,0.2647,1.4,0.81,baja,baja
846,420,Av. Javier Prado,0.2684,2.38,1.41,alta,baja
846,529,Av. Aviacion,0.4167,2.87,1.87,baja,baja
846,166,Av. Javier Prado,0.4705,2.02,1.17,baja,baja
846,143,Av. Colonial,0.5201,2.61,0.96,media,baja
847,534,Av. Arequipa,0.1132,2.07,1.42,baja,baja
847,794,Av. Angamos,0.2429,1.39,1.04,alta,baja
847,642,Av. Salaverry,0.2939,1.66,0.7,alta,baja
847,1473,Via Expresa,0.3278,1.82,0.73,alta,baja
847,158,Av. 28 de Julio,0.3842,1.91,1.16,media,baja
847,1107,Av. Universitaria,0.5415,3.05,1.08,media,baja
848,1105,Av. 28 de Julio,0.5392,3.0,1.12,alta,baja
848,1370,Av. Angamos,0.6817,1.99,1.22,alta,baja
848,487,Av. La Encalada,0.7009,2.16,1.23,media,baja
848,538,Av. Primavera,0.7646,3.23,2.4,media,baja
848,422,Av. La Marina,0.7894,2.92,1.55,baja,baja
848,331,Av. 28 de Julio,0.7998,3.75,2.07,alta,baja
849,208,Av. Colonial,0.7747,3.08,2.04,media,media
849,516,Av. Javier Prado,0.8978,3.36,2.29,alta,media
849,729,Av. Larco,1.0488,4.4,1.87,media,media
849,426,Av. La Encalada,1.4115,4.83,2.41,alta,media
849,824,Av. Angamos,1.4672,5.59,2.37,alta,media
849,10,Av. La Marina,1.476,5.52,3.07,baja,media
850,1428,Av. Javier Prado,0.0792,2.13,1.3,media,baja
850,970,Av. Salaverry,0.1879,0.94,1.1,baja,baja
850,771,Via Expresa,0.422,2.44,0.97,alta,baja
850,1353,Av. 28 de Julio,0.5687,2.88,2.15,baja,baja
850,904,Av. Caminos del Inca,0.6196,2.38,2.14,baja,baja
850,380,Av. Tomas Marsano,0.8083,3.48,1.29,baja,baja
851,6,Av. Aviacion,0.2545,2.49,1.54,baja,media
851,203,Av. Universitaria,0.3425,1.99,1.71,baja,media
851,313,Av. Petit Thouars,0.3994,3.04,1.8,alta,media
851,484,Av. Arequipa,0.4053,2.66,0.91,media,media
851,205,Av. Santa Cruz,0.4057,1.73,1.5,baja,media
851,568,Av. Arequipa,0.4547,1.83,0.94,baja,media
852,1375,Via Expresa,0.7268,3.28,1.41,media,baja
852,768,Av. Santa Cruz,0.8894,3.15,1.65,baja,baja
852,1182,Av. Brasil,0.8981,3.28,1.92,alta,baja
852,679,Via Expresa,1.0462,4.06,2.37,media,baja
852,456,Av. Brasil,1.2267,4.06,2.95,media,baja
852,1054,Av. Brasil,1.232,4.14,2.3,baja,baja
853,268,Av. Colonial,0.7143,3.44,2.02,media,baja
853,1272,Via Expresa,0.7291,2.39,2.11,media,baja
853,754,Av. Benavides,0.8145,3.33,1.74,baja,baja
853,467,Av. Colonial,0.8217,3.48,1.37,alta,baja
853,1422,Av. Larco,0.8744,2.85,2.22,alta,baja
853,112,Av. Aviacion,1.2046,4.03,2.36,media,baja
854,5,Av. Benavides,0.4767,2.41,1.32,baja,baja
854,1153,Av. Tomas Marsano,0.4949,2.39,1.25,baja,baja
854,256,Av. Javier Prado,0.6194,3.17,1.53,media,baja
854,886,Av. Colonial,0.6733,2.87,1.55,baja,baja
854,436,Av. Santa Cruz,0.7553,3.35,1.68,media,baja
854,130,Av. Angamos,0.9167,2.93,1.58,media,baja
855,432,Av. Aviacion,0.113,1.55,1.3,alta,media
855,1198,Av. Caminos del Inca,0.2991,1.78,1.53,baja,media
855,722,Av. Angamos,0.3395,1.44,1.69,media,media
855,1387,Via Expresa,0.3514,2.68,1.82,alta,media
855,683,Av. 28 de Julio,0.3714,2.79,1.92,baja,media
855,394,Av. Colonial,0.4431,2.04,0.91,baja,media
856,958,Av. Angamos,0.2168,2.12,1.49,alta,baja
856,512,Av. Aviacion,0.328,2.25,1.67,alta,baja
856,254,Av. Primavera,0.3641,1.98,0.9,baja,baja
856,817,Av. Arequipa,0.5624,2.69,1.71,alta,baja
856,1251,Av. El Derby,0.679,3.02,2.0,baja,baja
856,697,Av. Santa Cruz,0.6889,3.01,1.62,alta,baja
857,716,Av. Caminos del Inca,0.2515,2.28,1.55,media,baja
857,93,Av. Colonial,0.3265,1.27,1.73,alta,baja
857,1362,Av. Arequipa,0.5154,1.99,1.38,media,baja
857,830,Av. Primavera,0.6935,2.82,2.0,alta,baja
857,1310,Av. El Derby,0.7372,2.31,1.46,media,baja
857,1373,Av. El Derby,0.8413,2.54,2.42,baja,baja
858,1327,Av. Brasil,0.0376,2.01,0.49,baja,baja
858,837,Av. El Derby,0.1291,1.45,0.57,baja,baja
858,1426,Av. Larco,0.1354,1.27,0.79,media,baja
858,323,Av. La Marina,0.1556,2.07,0.92,baja,baja
858,381,Av. Benavides,0.6008,3.08,1.62,media,baja
858,1180,Av. Primavera,0.6468,3.05,1.59,baja,baja
859,1282,Av. La Encalada,0.2339,1.37,1.56,alta,media
859,878,Av. Universitaria,0.3254,1.46,1.75,media,media
859,453,Av. Primavera,0.4383,2.67,1.27,alta,media
859,402,Av. Colonial,0.4566,2.82,1.4,media,media
859,1091,Av. La Encalada,0.4933,2.98,1.35,media,media
859,1475,Av. Aviacion,0.5039,3.03,1.19,alta,media
860,1022,Av. La Marina,0.1164,0.82,1.24,media,baja
860,1449,Av. Benavides,0.2004,1.06,1.13,media,baja
860,134,Av. Primavera,0.3524,1.74,1.22,baja,baja
860,399,Av. Angamos,0.3895,1.49,0.96,media,baja
860,1011,Av. Tomas Marsano,0.4294,1.63,1.79,media,baja
860,32,Av. Salaverry,0.4334,2.06,1.91,media,baja
861,1329,Av. Javier Prado,0.1656,1.12,1.48,media,alta
861,1216,Via Expresa,0.4389,2.69,1.69,baja,alta
861,429,Av. Arequipa,0.4466,3.53,1.64,baja,alta
861,1328,Av. Javier Prado,0.5772,3.2,1.09,media,alta
861,68,Av. Larco,0.6403,3.58,1.78,media,alta
861,245,Av. Javier Prado,0.6535,3.35,2.15,media,alta
862,298,Av. Petit Thouars,0.315,2.53,0.75,alta,media
862,1218,Av. Angamos,0.4051,2.86,1.62,baja,media
862,526,Av. 28 de Julio,0.5763,2.12,1.77,media,media
862,495,Via Expresa,0.7533,3.4,2.23,media,media
862,770,Av. La Marina,0.7596,3.78,1.41,media,media
862,839,Av. La Marina,0.983,4.77,1.87,media,media
863,1341,Av. Brasil,0.1855,1.23,1.7,alta,media
863,1481,Av. La Encalada,0.3835,1.85,1.39,media,media
863,1069,Av. 28 de Julio,0.4528,3.02,1.04,media,media
863,528,Av. El Derby,0.5778,2.37,1.93,media,media
863,714,Av. Javier Prado,0.6041,3.33,2.17,media,media
863,1199,Av. El Derby,0.626,2.98,1.77,baja,media
864,961,Av. Universitaria,0.0738,2.0,1.36,alta,baja
864,890,Av. Javier Prado,0.297,1.68,1.55,media,baja
864,614,Av. Colonial,0.8752,2.89,1.55,baja,baja
864,226,Av. Aviacion,1.1364,4.27,2.4,baja,baja
864,587,Av. 28 de Julio,1.2849,3.83,2.74,baja,baja
864,124,Av. Santa Cruz,1.3666,4.11,3.08,baja,baja
865,921,Av. 28 de Julio,0.269,2.45,1.74,alta,baja
865,942,Av. Javier Prado,0.2746,2.54,0.71,baja,baja
865,1177,Av. Universitaria,0.2883,1.87,1.78,alta,baja
865,410,Via Expresa,0.905,3.46,1.74,baja,baja
865,694,Av. Larco,0.943,2.96,1.72,media,baja
865,631,Av. Larco,1.0018,4.22,2.53,alta,baja
866,604,Av. Caminos del Inca,0.2127,1.85,1.62,alta,media
866,123,Av. El Derby,0.4017,2.24,1.8,baja,media
866,990,Via Expresa,0.503,2.51,1.32,media,media
866,388,Av. Arequipa,0.5797,2.95,1.45,media,media
866,1039,Av. Larco,0.5938,3.14,2.04,baja,media
866,585,Av. Caminos del Inca,0.6808,3.29,1.15,baja,media
867,584,Av. Arequipa,0.0659,0.79,0.67,media,media
867,979,Av. Angamos,0.1797,2.23,0.63,baja,media
867,370,Av. Larco,0.2447,1.49,1.61,alta,media
867,1174,Av. Santa Cruz,0.2692,2.57,1.47,baja,media
867,1400,Av. Arequipa,0.3258,2.91,1.65,baja,media
867,392,Av. Javier Prado,0.3419,1.74,1.27,alta,media
868,782,Av. Aviacion,0.1153,0.93,0.53,baja,baja
868,1478,Av. Javier Prado,0.1359,2.26,1.27,alta,baja
868,915,Av. Javier Prado,0.3007,2.2,1.12,baja,baja
868,169,Av. Caminos del Inca,0.3605,2.58,1.73,baja,baja
868,1058,Av. Angamos,0.3881,2.27,1.29,media,baja
868,419,Av. Petit Thouars,0.394,1.38,1.31,alta,baja
869,443,Av. Javier Prado,0.7715,3.25,2.22,media,media
869,1218,Via Expresa,0.9029,3.1,2.03,media,media
869,9,Av. La Encalada,0.9424,4.54,1.91,alta,media
869,670,Via Expresa,1.1282,4.61,1.9,baja,media
869,526,Av. Larco,1.1306,5.09,2.67,alta,media
869,862,Via Expresa,1.1673,5.46,1.92,media,media
870,641,Av. La Marina,0.1627,1.25,0.92,alta,baja
870,779,Av. Tomas Marsano,0.3104,1.61,0.85,media,baja
870,1186,Av. Aviacion,0.4441,2.25,2.01,alta,baja
870,368,Av. Colonial,0.4567,1.8,1.22,baja,baja
870,496,Av. Aviacion,0.6617,2.94,1.47,alta,baja
870,1021,Av. Caminos del Inca,0.6875,2.61,1.44,alta,baja
871,1004,Av. Arequipa,0.1462,1.46,1.6,alta,muy_alta
871,834,Av. La Marina,0.2468,3.04,0.68,baja,muy_alta
871,1206,Av. Javier Prado,0.265,2.42,1.23,baja,muy_alta
871,1139,Av. Angamos,0.2745,3.28,0.76,baja,muy_alta
871,293,Av. Universitaria,0.448,3.74,1.94,alta,muy_alta
871,1474,Av. Salaverry,0.5071,4.88,1.0,media,muy_alta
872,1113,Av. Arequipa,0.308,2.65,1.41,baja,baja
872,919,Av. Brasil,0.5646,2.25,1.64,media,baja
872,1050,Av. Benavides,0.6059,2.17,1.95,media,baja
872,246,Av. Tomas Marsano,0.7162,2.43,1.63,media,baja
872,1221,Av. La Marina,1.054,3.54,2.03,baja,baja
872,696,Av. Larco,1.1517,2.79,2.1,alta,baja
873,592,Av. Javier Prado,0.259,1.37,1.4,baja,baja
873,1026,Av. Santa Cruz,0.2676,1.42,1.78,alta,baja
873,428,Av. Caminos del Inca,0.2734,2.1,0.66,alta,baja
873,1064,Via Expresa,0.2922,2.54,0.72,media,baja
873,1431,Av. Aviacion,0.4134,2.61,1.85,media,baja
873,1331,Av. Tomas Marsano,0.449,3.01,1.58,baja,baja
874,88,Av. Santa Cruz,0.1558,1.7,0.9,alta,media
874,1302,Av. Benavides,0.5159,2.66,1.91,baja,media
874,1439,Av. La Encalada,0.5432,3.0,1.21,media,media
874,463,Av. Primavera,0.5786,2.53,1.14,baja,media
874,485,Av. Santa Cruz,0.9426,3.79,2.45,baja,media
874,657,Av. La Marina,1.0,3.47,2.14,baja,media
875,1286,Av. 28 de Julio,0.0819,1.37,1.58,baja,media
875,985,Av. Aviacion,0.1401,1.67,1.46,alta,media
875,483,Av. La Encalada,0.2973,2.57,1.34,baja,media
875,184,Av. Arequipa,0.3059,1.55,1.71,baja,media
875,108,Av. Larco,0.3097,2.68,1.26,media,media
875,898,Av. Petit Thouars,0.3206,2.73,1.49,alta,media
876,1042,Av. Caminos del Inca,0.0535,1.98,1.23,media,baja
876,1225,Av. Colonial,0.6773,3.0,2.02,baja,baja
876,1012,Av. El Derby,0.7503,2.68,2.17,media,baja
876,1116,Av. 28 de Julio,0.7775,2.71,2.37,alta,baja
876,447,Av. Salaverry,1.1437,3.51,2.2,alta,baja
876,1078,Av. 28 de Julio,1.2915,4.72,2.88,alta,baja
877,317,Av. Primavera,0.2929,1.21,1.65,alta,baja
877,412,Av. Larco,0.3039,1.74,1.45,baja,baja
877,1301,Av. Santa Cruz,0.338,1.8,1.59,alta,baja
877,647,Av. La Encalada,0.4287,1.48,1.28,media,baja
877,896,Av. Aviacion,0.5988,1.75,1.06,alta,baja
877,727,Av. Universitaria,0.6063,1.94,1.77,alta,baja
878,402,Av. Arequipa,0.1885,1.3,1.4,alta,media
878,1475,Av. 28 de Julio,0.2659,1.24,1.6,baja,media
878,859,Av. Tomas Marsano,0.3254,2.6,1.71,media,media
878,1091,Av. Aviacion,0.3544,2.38,1.74,baja,media
878,453,Av. Petit Thouars,0.4357,1.78,1.78,baja,media
878,72,Av. Brasil,0.4407,1.62,0.87,baja,media
879,1080,Av. Benavides,0.3839,1.94,1.24,baja,baja
879,484,Av. La Marina,0.4249,1.77,1.31,baja,baja
879,1424,Av. Aviacion,0.4418,2.75,1.85,baja,baja
879,203,Av. Angamos,0.4595,2.24,1.55,baja,baja
879,251,Av. La Marina,0.5521,2.4,1.94,media,baja
879,851,Av. Benavides,0.7351,2.38,1.63,alta,baja
880,751,Av. Tomas Marsano,0.3518,2.41,1.0,media,baja
880,1389,Via Expresa,0.9724,2.79,1.91,alta,baja
880,1247,Av. Larco,1.0066,3.8,2.18,baja,baja
880,303,Via Expresa,1.1321,3.7,2.54,media,baja
880,835,Via Expresa,1.1853,3.56,2.88,baja,baja
880,810,Av. Petit Thouars,1.2959,4.58,2.5,alta,baja
881,627,Av. Angamos,0.4121,1.76,1.07,baja,baja
881,1483,Av. Javier Prado,0.634,2.15,1.79,media,baja
881,104,Av. Santa Cruz,0.7594,3.03,1.97,baja,baja
881,501,Av. Brasil,0.8452,2.82,1.71,alta,baja
881,941,Av. Primavera,0.8527,3.25,2.17,alta,baja
881,1052,Av. Universitaria,0.9255,3.44,1.46,baja,baja
882,387,Av. Larco,0.4483,3.22,1.08,baja,media
882,1171,Via Expresa,0.5038,2.59,1.07,media,media
882,650,Via Expresa,0.6002,2.37,1.82,media,media
882,312,Av. La Marina,0.7963,3.5,2.35,media,media
882,792,Av. Universitaria,0.8039,3.74,2.13,baja,media
882,109,Av. Petit Thouars,0.9476,4.87,2.49,alta,media
883,709,Av. Universitaria,0.1998,1.11,1.53,alta,baja
883,711,Av. Universitaria,0.2533,1.36,1.27,media,baja
883,693,Av. El Derby,0.2734,1.21,1.09,media,baja
883,1339,Via Expresa,0.49,2.14,1.35,media,baja
883,411,Via Expresa,0.4989,1.85,1.62,baja,baja
883,1123,Av. Tomas Marsano,0.5202,1.96,1.46,alta,baja
884,531,Av. Universitaria,0.4164,4.09,1.58,media,muy_alta
884,611,Av. Universitaria,0.434,4.14,1.07,media,muy_alta
884,470,Av. Larco,0.511,4.45,1.36,alta,muy_alta
884,1008,Av. Tomas Marsano,0.5776,5.19,1.03,alta,muy_alta
884,1306,Av. La Encalada,0.7085,3.82,1.8,media,muy_alta
884,1328,Av. Santa Cruz,0.7477,5.01,2.14,baja,muy_alta
885,1396,Av. Aviacion,0.2182,1.39,1.19,media,media
885,1020,Av. Tomas Marsano,0.2699,1.88,0.67,alta,media
885,783,Av. Javier Prado,0.3114,2.25,1.16,alta,media
885,97,Av. Aviacion,0.3545,1.67,1.3,alta,media
885,444,Av. Colonial,0.358,2.16,0.96,baja,media
885,1214,Av. Javier Prado,0.429,2.92,1.6,media,media
886,1153,Av. Colonial,0.235,1.68,1.57,media,baja
886,992,Av. La Encalada,0.4255,1.88,1.92,baja,baja
886,1376,Av. Caminos del Inca,0.5625,3.02,1.82,media,baja
886,5,Av. Arequipa,0.6154,3.33,2.09,media,baja
886,854,Av. Caminos del Inca,0.6733,3.6,2.1,alta,baja
886,436,Av. 28 de Julio,0.7614,2.32,1.56,alta,baja
887,289,Av. Caminos del Inca,0.4786,1.72,1.31,media,baja
887,802,Via Expresa,0.5158,2.18,1.71,media,baja
887,1237,Av. Javier Prado,0.6247,2.97,1.56,media,baja
887,488,Av. Petit Thouars,0.8437,3.03,1.81,alta,baja
887,376,Av. Colonial,0.865,2.36,1.86,alta,baja
887,79,Av. Javier Prado,0.9014,3.8,1.44,media,baja
888,347,Av. Universitaria,0.2994,2.44,1.62,media,baja
888,499,Av. Santa Cruz,0.4606,2.43,1.23,alta,baja
888,1418,Av. Tomas Marsano,0.5604,2.26,2.03,media,baja
888,671,Av. Benavides,0.5773,2.73,2.04,alta,baja
888,1007,Av. Petit Thouars,0.7952,2.7,1.57,media,baja
888,569,Av. Larco,0.9307,2.74,1.47,media,baja
889,1106,Av. El Derby,0.1957,1.09,1.09,alta,baja
889,346,Av. El Derby,0.2176,1.09,1.35,baja,baja
889,174,Av. Benavides,0.5313,2.55,1.64,baja,baja
889,141,Av. Benavides,0.6083,1.84,1.15,baja,baja
889,986,Av. Santa Cruz,0.6254,1.84,1.24,media,baja
889,676,Av. 28 de Julio,0.8377,2.56,1.63,alta,baja
890,961,Av. 28 de Julio,0.2282,1.56,1.14,media,baja
890,864,Av. 28 de Julio,0.297,1.22,1.53,alta,baja
890,614,Av. Universitaria,0.5872,2.63,1.42,alta,baja
890,124,Av. 28 de Julio,1.0726,3.66,2.39,media,baja
890,810,Av. Salaverry,1.2729,4.13,2.63,alta,baja
890,587,Av. Angamos,1.3852,3.75,2.1,alta,baja
891,1404,Av. Universitaria,0.3638,1.43,1.87,baja,baja
891,1297,Av. Javier Prado,0.6985,2.16,2.05,baja,baja
891,439,Av. Aviacion,0.74,2.12,1.35,media,baja
891,54,Av. Larco,0.7841,3.77,1.57,media,baja
891,222,Av. Tomas Marsano,0.8149,2.52,1.41,baja,baja
891,1322,Av. Primavera,0.86,3.8,2.33,alta,baja
892,1237,Av. Aviacion,0.6973,2.4,2.08,media,baja
892,832,Av. La Marina,0.7271,2.46,1.29,alta,baja
892,289,Av. Santa Cruz,1.0235,3.02,1.91,alta,baja
892,887,Av. Arequipa,1.1752,4.49,2.83,media,baja
892,488,Av. Aviacion,1.2687,3.96,2.2,baja,baja
892,376,Av. Tomas Marsano,1.3558,5.06,2.01,baja,baja
893,232,Av. La Marina,0.1544,1.33,0.76,alta,muy_alta
893,555,Av. Arequipa,0.1834,1.51,0.61,media,muy_alta
893,684,Av. Tomas Marsano,0.2597,2.51,1.48,media,muy_alta
893,1393,Av. Brasil,0.3165,3.84,1.64,baja,muy_alta
893,982,Av. Arequipa,0.3808,3.61,1.64,media,muy_alta
893,803,Av. Angamos,0.5413,3.41,2.11,baja,muy_alta
894,967,Av. Universitaria,0.345,2.18,1.72,baja,baja
894,1323,Av. El Derby,0.4824,2.46,1.1,baja,baja
894,473,Av. La Marina,0.675,2.67,2.16,media,baja
894,1168,Av. 28 de Julio,0.6809,1.95,2.3,media,baja
894,655,Av. Angamos,0.6874,3.31,1.97,media,baja
894,808,Av. Petit Thouars,0.7844,3.69,1.56,alta,baja
895,599,Av. Primavera,0.2579,1.47,0.8,alta,baja
895,995,Av. Brasil,0.7721,3.16,2.21,baja,baja
895,1000,Av. El Derby,0.9278,2.75,1.77,alta,baja
895,1092,Av. Colonial,0.9538,3.25,2.21,alta,baja
895,746,Av. Universitaria,1.0388,3.1,2.23,media,baja
895,1370,Av. Universitaria,1.0802,4.11,1.96,alta,baja
896,659,Av. 28 de Julio,0.3059,2.28,0.99,baja,alta
896,295,Av. 28 de Julio,0.4458,3.09,1.31,media,alta
896,536,Av. La Encalada,0.5071,2.4,0.91,alta,alta
896,658,Av. Angamos,0.5287,3.16,1.73,baja,alta
